transaction_date,payment_method,cashier_name,transaction_amount,transaction_discount,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_province,customer_loyalty_tier,customer_since,store_name,store_city,store_province,store_region,store_manager,product_name,category,sub_category,sku,unit_price,cost_price,supplier,qty,line_amount,stock_on_hand,reorder_threshold
2024-04-14,Store Credit,George Petersen,299.0,0.0,Brendan,O'Brien,brendan.obrien@gmail.com,0631234575,Sandton,Gauteng,Bronze,2022-08-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Glass Food Storage Set x4,Home & Kitchen,Storage,SKU-HOM-007,299.0,175.0,Glasslock,1,299.0,14,5
2024-02-25,EFT,Nandi Hadebe,388.97,30.0,Gerhard,Venter,gerhard.venter@gmail.com,0611234602,Potchefstroom,North West,Bronze,2022-11-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Stainless Steel Water Bottle,Home & Kitchen,Drinkware,SKU-HOM-008,179.0,100.0,Hydro Flask,1,179.0,20,8
2024-02-25,EFT,Nandi Hadebe,388.97,30.0,Gerhard,Venter,gerhard.venter@gmail.com,0611234602,Potchefstroom,North West,Bronze,2022-11-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Nivea Moisturising Cream 200ml,Beauty & Personal Care,Skin Care,SKU-BPC-004,99.99,62.0,Beiersdorf SA,1,99.99,19,8
2024-02-25,EFT,Nandi Hadebe,388.97,30.0,Gerhard,Venter,gerhard.venter@gmail.com,0611234602,Potchefstroom,North West,Bronze,2022-11-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Colgate Toothpaste 100ml,Beauty & Personal Care,Oral Care,SKU-BPC-003,49.99,30.0,Colgate-Palmolive,1,49.99,33,12
2024-02-25,EFT,Nandi Hadebe,388.97,30.0,Gerhard,Venter,gerhard.venter@gmail.com,0611234602,Potchefstroom,North West,Bronze,2022-11-25,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Dove Body Lotion 400ml,Beauty & Personal Care,Body Care,SKU-BPC-001,89.99,58.0,Unilever SA,1,89.99,25,10
2024-02-08,Cash,Oscar Mthembu,1715.0,30.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Ceramic Coffee Mug Set x4,Home & Kitchen,Crockery,SKU-HOM-002,199.0,120.0,Home Living,2,398.0,17,6
2024-02-08,Cash,Oscar Mthembu,1715.0,30.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Electric Kettle 1.7L,Home & Kitchen,Appliances,SKU-HOM-006,449.0,290.0,Russell Hobbs,3,1347.0,10,4
2024-02-24,Cash,David Nkosi,259.96,20.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,4,279.96,18,8
2024-01-16,Credit Card,Yolanda Fredericks,59.98,0.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Full Cream Milk 2L,Groceries,Dairy,SKU-GRO-002,29.99,19.0,Clover SA,2,59.98,35,15
2024-05-16,Debit Card,Eve Fourie,49.0,300.0,Marno,Joubert,marno.joubert@mweb.co.za,0691234616,Kraaifontein,Western Cape,Bronze,2022-07-30,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Adjustable Laptop Stand,Electronics,Accessories,SKU-ELE-003,349.0,220.0,TechGear,1,349.0,14,5
2024-03-27,EFT,Ivan du Plessis,249.0,50.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Glass Food Storage Set x4,Home & Kitchen,Storage,SKU-HOM-007,299.0,175.0,Glasslock,1,299.0,14,5
2024-03-24,Debit Card,Lebo Khoza,4.97,100.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,3,104.97,30,12
2024-05-18,Credit Card,Faith Adams,318.95,30.0,Brendan,O'Brien,brendan.obrien@gmail.com,0631234575,Sandton,Gauteng,Bronze,2022-08-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,4,179.96,28,12
2024-05-18,Credit Card,Faith Adams,318.95,30.0,Brendan,O'Brien,brendan.obrien@gmail.com,0631234575,Sandton,Gauteng,Bronze,2022-08-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,1,69.99,18,8
2024-05-18,Credit Card,Faith Adams,318.95,30.0,Brendan,O'Brien,brendan.obrien@gmail.com,0631234575,Sandton,Gauteng,Bronze,2022-08-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
2024-02-01,Credit Card,Brian Sithole,687.92,0.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Sunflower Oil 2L,Groceries,Oils & Fats,SKU-GRO-004,55.99,38.0,Sunfoil,5,279.95,19,8
2024-02-01,Credit Card,Brian Sithole,687.92,0.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Men's Running Shorts,Clothing,Bottoms,SKU-CLO-008,249.0,145.0,Sportscene,1,249.0,18,7
2024-02-01,Credit Card,Brian Sithole,687.92,0.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Pasta Fusilli 500g,Groceries,Pasta,SKU-GRO-008,18.99,11.0,Fatti's & Moni's,1,18.99,40,15
2024-02-01,Credit Card,Brian Sithole,687.92,0.0,Zanele,Mokoena,zanele.mokoena@gmail.com,0711234576,Midrand,Gauteng,Gold,2020-12-05,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,2,139.98,18,8
2024/06/15,Debit Card,Faith Adams,-320.03,500.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,2,89.98,28,12
2024/06/15,Debit Card,Faith Adams,-320.03,500.0,,,,,,,,,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Dove Body Lotion 400ml,Beauty & Personal Care,Body Care,SKU-BPC-001,89.99,58.0,Unilever SA,1,89.99,25,10
2024-01-16,EFT,Lebo Khoza,1498.0,100.0,Carla,Oosthuizen,carla.o@mweb.co.za,0631234607,Bloemfontein,Free State,Bronze,2022-09-08,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Wireless Earbuds,Electronics,Audio,SKU-ELE-006,799.0,560.0,Samsung SA,2,1598.0,7,3
2024-05-07,Debit Card,David Nkosi,398.0,50.0,Thabo,Nkosi,,0821234567,Sandton,Gauteng,Gold,2021-03-12,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
2024-05-07,Debit Card,David Nkosi,398.0,50.0,Thabo,Nkosi,,0821234567,Sandton,Gauteng,Gold,2021-03-12,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Smart LED Desk Lamp,Electronics,Accessories,SKU-ELE-009,349.0,210.0,Philips SA,1,349.0,10,4
2024-04-17,Store Credit,Uma Naidoo,-71.0,200.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Bamboo Dress Socks 3-Pack,Clothing,Accessories,SKU-CLO-005,129.0,75.0,Falke,1,129.0,30,10
2024-06-06,Credit Card,Khosi Zulu,708.0,20.0,Bongani,Mthembu,bongani.mthembu@gmail.com,0841234591,Pietermaritzburg,KwaZulu-Natal,Silver,2021-04-03,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Ladies Slim Fit Jeans,Clothing,Bottoms,SKU-CLO-002,599.0,380.0,Levi's SA,1,599.0,12,5
2024-06-06,Credit Card,Khosi Zulu,708.0,20.0,Bongani,Mthembu,bongani.mthembu@gmail.com,0841234591,Pietermaritzburg,KwaZulu-Natal,Silver,2021-04-03,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Bamboo Dress Socks 3-Pack,Clothing,Accessories,SKU-CLO-005,129.0,75.0,Falke,1,129.0,30,10
2024-05-27,Debit Card,Wendy Jacobs,3444.0,200.0,Sipho,Zulu,sipho.zulu@webmail.co.za,0741234573,Soweto,Gauteng,Gold,2018-09-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Padded Winter Jacket,,Outerwear,SKU-CLO-004,899.0,580.0,Cape Union Mart,3,2697.0,9,4
2024-05-27,Debit Card,Wendy Jacobs,3444.0,200.0,Sipho,Zulu,sipho.zulu@webmail.co.za,0741234573,Soweto,Gauteng,Gold,2018-09-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Men's Polo Shirt,Clothing,Tops,SKU-CLO-001,299.0,180.0,Identity,2,598.0,20,8
2024-05-27,Debit Card,Wendy Jacobs,3444.0,200.0,Sipho,Zulu,sipho.zulu@webmail.co.za,0741234573,Soweto,Gauteng,Gold,2018-09-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Ladies Sports Leggings,Clothing,Bottoms,SKU-CLO-007,349.0,200.0,Sportscene,1,349.0,16,6
2024-06-09,Credit Card,Thandi Joubert,1326.0,300.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,5-Piece Kitchen Knife Set,Home & Kitchen,Cutlery,SKU-HOM-003,549.0,360.0,KitchenCraft,1,549.0,8,4
2024-06-09,Credit Card,Thandi Joubert,1326.0,300.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Stainless Steel Water Bottle,Home & Kitchen,Drinkware,SKU-HOM-008,179.0,100.0,Hydro Flask,1,179.0,20,8
2024-06-09,Credit Card,Thandi Joubert,1326.0,300.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Electric Kettle 1.7L,Home & Kitchen,Appliances,SKU-HOM-006,449.0,290.0,Russell Hobbs,2,898.0,10,4
2024-05-19,Store Credit,Brian Sithole,4107.97,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Smart LED Desk Lamp,Electronics,Accessories,SKU-ELE-009,349.0,210.0,Philips SA,1,349.0,10,4
2024-05-19,Store Credit,Brian Sithole,4107.97,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Pantene Shampoo 400ml,Beauty & Personal Care,Hair Care,SKU-BPC-002,79.99,52.0,P&G SA,1,79.99,28,10
2024-05-19,Store Credit,Brian Sithole,4107.97,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Samsung Galaxy A14 64GB,Electronics,Smartphones,SKU-ELE-001,3499.0,2800.0,Samsung SA,1,3499.0,6,3
2024-05-19,Store Credit,Brian Sithole,4107.97,0.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Head & Shoulders 400ml,Beauty & Personal Care,Hair Care,SKU-BPC-005,89.99,55.0,P&G SA,2,179.98,21,8
2024-06-26,Cash,Yolanda Fredericks,428.0,10.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Collapsible Dish Rack,Home & Kitchen,Storage,SKU-HOM-004,249.0,155.0,OXO,1,249.0,20,7
2024-06-26,Cash,Yolanda Fredericks,428.0,10.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Bamboo Chopping Board Set,Home & Kitchen,Preparation,SKU-HOM-005,189.0,110.0,EcoHome,1,189.0,22,8
2024-03-23,Cash,Carol Mokoena,1048.0,50.0,Zinhle,Mkhize,zinhle.mkhize@hotmail.com,0721234603,Newcastle,KwaZulu-Natal,Silver,2021-07-08,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,5-Piece Kitchen Knife Set,Home & Kitchen,Cutlery,SKU-HOM-003,549.0,360.0,KitchenCraft,2,1098.0,8,4
2024-03-03,Debit Card,George Petersen,77.98,20.0,Samantha,Jacobs,samantha.jacobs@outlook.com,0831234582,East London,Eastern Cape,Silver,2021-11-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,1,74.99,18,7
2024-03-03,Debit Card,George Petersen,77.98,20.0,Samantha,Jacobs,samantha.jacobs@outlook.com,0831234582,East London,Eastern Cape,Silver,2021-11-29,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Canned Chickpeas 400g,Groceries,Canned Goods,SKU-GRO-011,22.99,13.0,Koo,1,22.99,50,20
2024-05-14,Credit Card,Eve Fourie,346.98,50.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Men's Polo Shirt,Clothing,Tops,SKU-CLO-001,299.0,180.0,Identity,1,299.0,20,8
2024-05-14,Credit Card,Eve Fourie,346.98,50.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Canned Chickpeas 400g,Groceries,Canned Goods,SKU-GRO-011,22.99,13.0,Koo,1,22.99,50,20
2024-05-14,Credit Card,Eve Fourie,346.98,50.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,1,74.99,18,7
2024-06-03,Cash,Wendy Jacobs,-371.0,500.0,Busisiwe,Nene,busisiwe.nene@webmail.co.za,0741234615,Pietermaritzburg,KwaZulu-Natal,Gold,2018-11-03,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Bamboo Dress Socks 3-Pack,Clothing,Accessories,SKU-CLO-005,129.0,75.0,Falke,1,129.0,30,10
2024-03-05,Cash,Uma Naidoo,47.89,500.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Head & Shoulders 400ml,Beauty & Personal Care,Hair Care,SKU-BPC-005,89.99,55.0,P&G SA,4,359.96,21,8
2024-03-05,Cash,Uma Naidoo,47.89,500.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,4,139.96,30,12
2024-03-05,Cash,Uma Naidoo,47.89,500.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,White Bread 700g,Groceries,Bakery,SKU-GRO-001,15.99,9.5,Sasko Bakeries,3,47.97,42,20
2024-01-31,Credit Card,Victor Swart,38.98,200.0,Annah,Molefe,,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,2,139.98,18,8
2024-01-31,Credit Card,Victor Swart,38.98,200.0,Annah,Molefe,,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
2024-03-25,Debit Card,David Nkosi,419.92,50.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Peanut Butter 400g,Groceries,Spreads,SKU-GRO-012,54.99,35.0,Black Cat,5,274.95,26,10
2024-03-25,Debit Card,David Nkosi,419.92,50.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,1,44.99,28,12
2024-03-25,Debit Card,David Nkosi,419.92,50.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,2,149.98,18,7
23/01/2024,Credit Card,Jane Williams,518.0,30.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,HDMI Cable 1.8m,Electronics,Accessories,SKU-ELE-007,99.0,55.0,Generic,1,99.0,25,8
23/01/2024,Credit Card,Jane Williams,518.0,30.0,Lerato,Sithole,lerato.sithole@gmail.com,0811234579,Tembisa,Gauteng,Gold,2019-07-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Electric Kettle 1.7L,Home & Kitchen,Appliances,SKU-HOM-006,449.0,290.0,Russell Hobbs,1,449.0,10,4
2024-02-13,Cash,Faith Adams,-4.02,50.0,Deborah,Williams,deborah.williams@outlook.com,0771234592,Mitchells Plain,Western Cape,Bronze,2022-12-18,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Canned Chickpeas 400g,Groceries,Canned Goods,SKU-GRO-011,22.99,13.0,Koo,2,45.98,50,20
2024-05-16,EFT,George Petersen,139.0,50.0,Busisiwe,Nene,busisiwe.nene@webmail.co.za,0741234615,Pietermaritzburg,KwaZulu-Natal,Gold,2018-11-03,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Bamboo Chopping Board Set,Home & Kitchen,Preparation,SKU-HOM-005,189.0,110.0,EcoHome,1,189.0,22,8
2024-02-26,Credit Card,Brian Sithole,37.98,0.0,,,,,,,,,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Pasta Fusilli 500g,Groceries,Pasta,SKU-GRO-008,18.99,11.0,Fatti's & Moni's,2,37.98,40,15
2024-04-15,Credit Card,Eve Fourie,1448.0,150.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Wireless Earbuds,Electronics,Audio,SKU-ELE-006,799.0,560.0,Samsung SA,2,1598.0,7,3
2024-03-23,Debit Card,Quinton Cronje,919.89,0.0,Portia,Molefi,portia.molefi@gmail.com,0861234605,Pretoria West,Gauteng,Gold,2020-06-22,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Peanut Butter 400g,Groceries,Spreads,SKU-GRO-012,54.99,35.0,Black Cat,2,109.98,26,10
2024-03-23,Debit Card,Quinton Cronje,919.89,0.0,Portia,Molefi,portia.molefi@gmail.com,0861234605,Pretoria West,Gauteng,Gold,2020-06-22,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Garnier Face Wash 150ml,Beauty & Personal Care,Skin Care,SKU-BPC-007,89.99,55.0,L'Oréal SA,5,449.95,22,8
2024-03-23,Debit Card,Quinton Cronje,919.89,0.0,Portia,Molefi,portia.molefi@gmail.com,0861234605,Pretoria West,Gauteng,Gold,2020-06-22,BrightMart Menlyn Park,Pretoria,Gauteng,North,Nomsa Khumalo,Instant Coffee 100g,Groceries,Hot Beverages,SKU-GRO-010,89.99,58.0,Nescafé SA,4,359.96,22,8
2024-02-13,Credit Card,David Nkosi,-25.01,100.0,Annah,Molefe,annah.molefe@outlook.com,0831234601,Soweto,Gauteng,Gold,2019-03-14,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Listerine Mouthwash 500ml,Beauty & Personal Care,Oral Care,SKU-BPC-006,74.99,46.0,J&J SA,1,74.99,18,7
2024-02-04,Debit Card,Victor Swart,298.93,50.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Rooibos Tea 40 Bags,Groceries,Hot Beverages,SKU-GRO-006,45.99,32.0,Freshpak,4,183.96,24,10
2024-02-04,Debit Card,Victor Swart,298.93,50.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Peanut Butter 400g,Groceries,Spreads,SKU-GRO-012,54.99,35.0,Black Cat,3,164.97,26,10
17-01-2024,Debit Card,Lebo Khoza,264.95,10.0,Thabo,Nkosi,thabo.nkosi@gmail.com,0821234567,Sandton,Gauteng,Gold,2021-03-12,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Peanut Butter 400g,Groceries,Spreads,SKU-GRO-012,54.99,35.0,Black Cat,5,274.95,26,10
2024-06-27,Cash,Hannah Botha,35.99,10.0,Musa,Ntuli,musa.ntuli@gmail.com,0861234610,Empangeni,KwaZulu-Natal,Gold,2019-05-17,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Rooibos Tea 40 Bags,Groceries,Hot Beverages,SKU-GRO-006,45.99,32.0,Freshpak,1,45.99,24,10
2024-06-04,Cash,Eve Fourie,39.99,10.0,,,,,,,,,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Colgate Toothpaste 100ml,Beauty & Personal Care,Oral Care,SKU-BPC-003,49.99,30.0,Colgate-Palmolive,1,49.99,33,12
2024-01-18,Debit Card,Victor Swart,69.98,20.0,Nomsa,Dlamini,nomsa.dlamini@outlook.com,0721234570,Soweto,Gauteng,Gold,2019-11-08,BrightMart Greenacres,Gqeberha,Eastern Cape,South,Johan van der Merwe,Large Eggs x12,Groceries,Dairy,SKU-GRO-003,44.99,32.0,Country Range Farms,2,89.98,28,12
2024-06-08,EFT,Eve Fourie,1992.0,0.0,Chantelle,Petersen,chantelle.petersen@gmail.com,0721234580,Mitchell's Plain,Western Cape,Silver,2022-03-22,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Collapsible Dish Rack,Home & Kitchen,Storage,SKU-HOM-004,249.0,155.0,OXO,3,747.0,20,7
2024-06-08,EFT,Eve Fourie,1992.0,0.0,Chantelle,Petersen,chantelle.petersen@gmail.com,0721234580,Mitchell's Plain,Western Cape,Silver,2022-03-22,BrightMart Sandton City,Sandton,Gauteng,North,Thabo Nkosi,Men's Running Shorts,Clothing,Bottoms,SKU-CLO-008,249.0,145.0,Sportscene,5,1245.0,18,7
2024-01-30,Credit Card,Khosi Zulu,463.91,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Canned Chickpeas 400g,Groceries,Canned Goods,SKU-GRO-011,22.99,13.0,Koo,3,68.97,50,20
2024-01-30,Credit Card,Khosi Zulu,463.91,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,1,34.99,30,12
2024-01-30,Credit Card,Khosi Zulu,463.91,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Instant Coffee 100g,Groceries,Hot Beverages,SKU-GRO-010,89.99,58.0,Nescafé SA,2,179.98,22,8
2024-01-30,Credit Card,Khosi Zulu,463.91,30.0,Kavitha,Naidoo,kavitha.naidoo@hotmail.com,0731234589,Tongaat,KwaZulu-Natal,Gold,2019-12-01,BrightMart Gateway Mall,Umhlanga,KwaZulu-Natal,East,Sipho Dlamini,Basmati Rice 2kg,Groceries,Grains,SKU-GRO-007,69.99,48.0,Tastic,3,209.97,18,8
2024-06-09,Credit Card,Ivan du Plessis,-250.04,500.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Tomato Sauce 500ml,Groceries,Condiments,SKU-GRO-009,34.99,22.0,All Gold,2,69.98,30,12
2024-06-09,Credit Card,Ivan du Plessis,-250.04,500.0,VUSI,MAHLANGU,vusi.mahlangu@webmail.co.za,0711234593,Pretoria North,Gauteng,Gold,2020-08-14,BrightMart V&A Waterfront,Cape Town,Western Cape,South,Priya Govender,Dove Body Lotion 400ml,Beauty & Personal Care,Body Care,SKU-BPC-001,89.99,58.0,Unilever SA,1,89.99,25,10
